어선번호,어선명,선적항,위도,경도,지점명,지점번호,기준항
4110026469108,제707진영호,전남 목포시,34.7903335,126.3847547,신안,22183,
20100076482202,해신호,전남 목포시,34.7903335,126.3847547,신안,22183,
24029016461105,제609한일호,전남 목포시,34.7903335,126.3847547,신안,22183,
4080056482409,제103대진호,전남 목포시,34.7903335,126.3847547,신안,22183,
12050036468202,301광명호,전남 목포시,34.7903335,126.3847547,신안,22183,
17110016461100,1만복호,전남 목포시,34.7903335,126.3847547,신안,22183,
22080026461105,103대양호,전남 목포시,34.7903335,126.3847547,신안,22183,
20020016461102,제2022태성호,전남 목포시,34.7903335,126.3847547,신안,22183,
96060136461101,제109덕양호,전남 목포시,34.7903335,126.3847547,신안,22183,
95100036467502,수덕호,전남 목포시,34.7903335,126.3847547,신안,22183,
14070116469105,제707대길호(2091),전남 목포시,34.7903335,126.3847547,신안,22183,
13120026441805,제3홍명호,전남 목포시,34.7903335,126.3847547,신안,22183,
23020016447702,영남호,전남 목포시,34.7903335,126.3847547,신안,22183,
15120016461308,현대호(연안자망어업),전남 목포시,34.7903335,126.3847547,신안,22183,
16040046461104,해명호(2091),전남 목포시,34.7903335,126.3847547,신안,22183,
16010026469104,제207해선호,전남 목포시,34.7903335,126.3847547,신안,22183,
96080436461307,제701유경호,전남 목포시,34.7903335,126.3847547,신안,22183,
95090216421703,제8대진호(2091),전남 목포시,34.7903335,126.3847547,신안,22183,
13050146469108,창신호,전남 목포시,34.7903335,126.3847547,신안,22183,
3040016468303,제197창원호,전남 목포시,34.7903335,126.3847547,신안,22183,
3080056461102,제109동명호,전남 목포시,34.7903335,126.3847547,신안,22183,
7040066461307,선진호,전남 목포시,34.7903335,126.3847547,신안,22183,
12040026469106,808영일호,전남 목포시,34.7903335,126.3847547,신안,22183,
14110016461106,제2015대청호(0351),전남 목포시,34.7903335,126.3847547,신안,22183,
1080056441806,수덕호,전남 목포시,34.7903335,126.3847547,신안,22183,
10120026441801,2019유신호,전남 목포시,34.7903335,126.3847547,신안,22183,
10020016441803,덕수호,전남 목포시,34.7903335,126.3847547,신안,22183,
11090016282006,영진호,전남 목포시,34.7903335,126.3847547,신안,22183,
20040066461103,제2020믿음호,전남 목포시,34.7903335,126.3847547,신안,22183,
12110016501101,제153해신호,전남 목포시,34.7903335,126.3847547,신안,22183,
5050066461103,대상4-10호,전남 목포시,34.7903335,126.3847547,신안,22183,
4050016281859,제2012한일호,전남 목포시,34.7903335,126.3847547,신안,22183,
95120506260000,무궁화13호,전남 목포시,34.7903335,126.3847547,신안,22183,
99070016260002,무궁화10호,전남 목포시,34.7903335,126.3847547,신안,22183,
4110026469108,5영창호,전남 목포시,34.7903335,126.3847547,신안,22183,
12060016461101,제505덕운호,전남 목포시,34.7903335,126.3847547,신안,22183,
94070046461104,제16명선호,전남 목포시,34.7903335,126.3847547,신안,22183,
2110016468702,보성호,전남 목포시,34.7903335,126.3847547,신안,22183,
80026479307,제20민성호,전남 목포시,34.7903335,126.3847547,신안,22183,
15050026461106,제609덕양호,전남 목포시,34.7903335,126.3847547,신안,22183,
50106461303,대경호 (2091),전남 목포시,34.7903335,126.3847547,신안,22183,
16040056461103,삼영호,전남 목포시,34.7903335,126.3847547,신안,22183,
12050046461100,1금강호(2091),전남 목포시,34.7903335,126.3847547,신안,22183,
14080046461100,제2진양호,전남 목포시,34.7903335,126.3847547,신안,22183,
5040036461108,제707근영호,전남 목포시,34.7903335,126.3847547,신안,22183,
9060026282006,제2009덕수호,전남 목포시,34.7903335,126.3847547,신안,22183,
18030036461103,2020안성호,전남 목포시,34.7903335,126.3847547,신안,22183,
13110016461108,제108진영호,전남 목포시,34.7903335,126.3847547,신안,22183,
12050036468202,7만복호,전남 목포시,34.7903335,126.3847547,신안,22183,
94120516212901,제2대승호,전남 목포시,34.7903335,126.3847547,신안,22183,
94070010451307,제909경진호,전남 목포시,34.7903335,126.3847547,신안,22183,
96080036469101,제333봉영호,전남 목포시,34.7903335,126.3847547,신안,22183,
3080036441804,제2018영부호,전남 목포시,34.7903335,126.3847547,신안,22183,
2110116451307,루시아,전남 목포시,34.7903335,126.3847547,신안,22183,
17040066461306,덕양호,전남 목포시,34.7903335,126.3847547,신안,22183,
19020056461101,2019강진호,전남 목포시,34.7903335,126.3847547,신안,22183,
98025826468904,명성2호(2091),전남 목포시,34.7903335,126.3847547,신안,22183,
3080036441804,제17유성호,전남 목포시,34.7903335,126.3847547,신안,22183,
